tweet_id,timestamp,source,text,jpg_url,short_url,name,dog_stage,rating,favorite_count,retweet_count
759846353224826880,2016-07-31 20:21:02,iPhone,This is Kirby. He's a Beneblip Cumberpat. Pretty heckin rare. 11/10 would put my face against his face,https://pbs.twimg.com/media/CouEOZhWAAAgFpE.jpg,https://t.co/fd6uucghY6,Kirby,None,1.1,6730,1964
759923798737051648,2016-08-01 01:28:46,iPhone,We only rate dogs... this is a Taiwanese Guide Walrus. Im getting real heckin tired of this. Please send dogs. 10/10,https://pbs.twimg.com/media/CovKqSYVIAAUbUW.jpg,https://t.co/49hkNAsubi,None,None,1.0,14658,5633
759923798737051648,2016-08-01 01:28:46,iPhone,We only rate dogs... this is a Taiwanese Guide Walrus. Im getting real heckin tired of this. Please send dogs. 10/10,https://pbs.twimg.com/media/CovKqSYVIAAUbUW.jpg,https://t.co/49hkNAsubi,None,None,1.0,14658,5633
760190180481531904,2016-08-01 19:07:17,iPhone,Meet Sadie. She's addicted to balloons. It's tearing her family apart. Won't admit she has a problem. Still 10/10,https://pbs.twimg.com/media/Coy87yiWYAACtPf.jpg,https://t.co/h6s9Rch0gZ,Sadie,None,1.0,5688,1799
760190180481531904,2016-08-01 19:07:17,iPhone,Meet Sadie. She's addicted to balloons. It's tearing her family apart. Won't admit she has a problem. Still 10/10,https://pbs.twimg.com/media/Coy87yiWYAACtPf.jpg,https://t.co/h6s9Rch0gZ,Sadie,None,1.0,5688,1799
760252756032651264,2016-08-01 23:15:56,iPhone,This is Fido. He can tell the weather. Not good at fetch tho. Never comes when called. 4/10 would probably still pet,https://pbs.twimg.com/media/Coz12OLWgAADdys.jpg,https://t.co/4gOv2Q3iKP,Fido,None,0.4,3944,866
760252756032651264,2016-08-01 23:15:56,iPhone,This is Fido. He can tell the weather. Not good at fetch tho. Never comes when called. 4/10 would probably still pet,https://pbs.twimg.com/media/Coz12OLWgAADdys.jpg,https://t.co/4gOv2Q3iKP,Fido,None,0.4,3944,866
760290219849637889,2016-08-02 01:44:48,Web,This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni),https://pbs.twimg.com/ext_tw_video_thumb/760289324994879489/pu/img/3ItvBEoo4aebPfvr.jpg,https://t.co/qFsl1nnXMv,Rocco,None,1.3,26745,11462
760290219849637889,2016-08-02 01:44:48,Web,This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni),https://pbs.twimg.com/ext_tw_video_thumb/760289324994879489/pu/img/3ItvBEoo4aebPfvr.jpg,https://t.co/qFsl1nnXMv,Rocco,None,1.3,26745,11462
760539183865880579,2016-08-02 18:14:06,iPhone,This is Atlas. Swinging is his passion. 12/10 would push all day,https://pbs.twimg.com/media/Co36VZfWcAEN3R3.jpg,https://t.co/9k8LLjJ0uJ,Atlas,None,1.2,7558,3613
760539183865880579,2016-08-02 18:14:06,iPhone,This is Atlas. Swinging is his passion. 12/10 would push all day,https://pbs.twimg.com/media/Co36VZfWcAEN3R3.jpg,https://t.co/9k8LLjJ0uJ,Atlas,None,1.2,7557,3613
760641137271070720,2016-08-03 00:59:13,iPhone,This is Theo. He can walk on water. Still coming to terms with it. 12/10 magical af,https://pbs.twimg.com/media/Co5XExUWgAAL5L_.jpg,https://t.co/8Kmuj6SFbC,Theo,None,1.2,4977,1293
760641137271070720,2016-08-03 00:59:13,iPhone,This is Theo. He can walk on water. Still coming to terms with it. 12/10 magical af,https://pbs.twimg.com/media/Co5XExUWgAAL5L_.jpg,https://t.co/8Kmuj6SFbC,Theo,None,1.2,4977,1293
760656994973933572,2016-08-03 02:02:14,iPhone,This is Rose. Her face is stuck like that. 11/10 would pet so heckin well,https://pbs.twimg.com/media/Co5lf-KW8AAIwJw.jpg,https://t.co/tl3gNYdoq2,Rose,None,1.1,6585,1906
760656994973933572,2016-08-03 02:02:14,iPhone,This is Rose. Her face is stuck like that. 11/10 would pet so heckin well,https://pbs.twimg.com/media/Co5lf-KW8AAIwJw.jpg,https://t.co/tl3gNYdoq2,Rose,None,1.1,6584,1906
760893934457552897,2016-08-03 17:43:45,iPhone,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,https://t.co/H9YgrUkYwa,Wishes,doggo,1.1,3815,975
760893934457552897,2016-08-03 17:43:45,iPhone,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,https://t.co/H9YgrUkYwa,Wishes,doggo,1.1,3814,975
761004547850530816,2016-08-04 01:03:17,iPhone,This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,https://t.co/1acHQS8rvK,Bo,None,1.1,11323,3467
761004547850530816,2016-08-04 01:03:17,iPhone,This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,https://t.co/1acHQS8rvK,Bo,None,1.1,11323,3467
761227390836215808,2016-08-04 15:48:47,iPhone,This is Albert. He just found out that bees are dying globally at an alarming rate. 10/10 heckin worried af now,https://pbs.twimg.com/media/CpBsRleW8AEfO8G.jpg,https://t.co/nhLX27WsDY,Albert,None,1.0,5323,1562
761227390836215808,2016-08-04 15:48:47,iPhone,This is Albert. He just found out that bees are dying globally at an alarming rate. 10/10 heckin worried af now,https://pbs.twimg.com/media/CpBsRleW8AEfO8G.jpg,https://t.co/nhLX27WsDY,Albert,None,1.0,5323,1562
761292947749015552,2016-08-04 20:09:17,iPhone,Meet Bonaparte. He's pupset because it's cloudy at the beach. Can't take any pics for his Instagram. 11/10,https://pbs.twimg.com/media/CpCn5aXXgAAOPTm.jpg,https://t.co/0THNOfv2Jo,Bonaparte,None,1.1,4489,1084
761292947749015552,2016-08-04 20:09:17,iPhone,Meet Bonaparte. He's pupset because it's cloudy at the beach. Can't take any pics for his Instagram. 11/10,https://pbs.twimg.com/media/CpCn5aXXgAAOPTm.jpg,https://t.co/0THNOfv2Jo,Bonaparte,None,1.1,4489,1084
761334018830917632,2016-08-04 22:52:29,iPhone,This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup,https://pbs.twimg.com/media/CpDNQGkWEAENiYZ.jpg,https://t.co/ErPLjjJOKc,Bruce,None,1.0,5193,1449
761334018830917632,2016-08-04 22:52:29,iPhone,This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup,https://pbs.twimg.com/media/CpDNQGkWEAENiYZ.jpg,https://t.co/ErPLjjJOKc,Bruce,None,1.0,5193,1449
761599872357261312,2016-08-05 16:28:54,iPhone,"This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl",https://pbs.twimg.com/media/CpG_CrlWYAYyuP3.jpg,https://t.co/7HY9RvCudo,Sephie,None,1.1,4121,1187
761599872357261312,2016-08-05 16:28:54,iPhone,"This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl",https://pbs.twimg.com/media/CpG_CrlWYAYyuP3.jpg,https://t.co/7HY9RvCudo,Sephie,None,1.1,4121,1187
761672994376806400,2016-08-05 21:19:27,iPhone,Ohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboy. 10/10 for all (by happytailsresort),https://pbs.twimg.com/ext_tw_video_thumb/761672828462718981/pu/img/R00UYAAWB3GtuHdI.jpg,https://t.co/EY8kEFuzK7,None,None,1.0,49475,29060
761672994376806400,2016-08-05 21:19:27,iPhone,Ohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboy. 10/10 for all (by happytailsresort),https://pbs.twimg.com/ext_tw_video_thumb/761672828462718981/pu/img/R00UYAAWB3GtuHdI.jpg,https://t.co/EY8kEFuzK7,None,None,1.0,49476,29060
761745352076779520,2016-08-06 02:06:59,iPhone,Guys.. we only rate dogs. Pls don't send any more pics of the Loch Ness Monster. Only send in dogs. Thank you. 11/10,https://pbs.twimg.com/media/CpJDWqhW8AAFt45.jpg,https://t.co/obH5vMbm1j,None,None,1.1,4271,861
761745352076779520,2016-08-06 02:06:59,iPhone,Guys.. we only rate dogs. Pls don't send any more pics of the Loch Ness Monster. Only send in dogs. Thank you. 11/10,https://pbs.twimg.com/media/CpJDWqhW8AAFt45.jpg,https://t.co/obH5vMbm1j,None,None,1.1,4271,861
761976711479193600,2016-08-06 17:26:19,iPhone,This is Shelby. She finds stuff to put on her head for attention. It works really well. 12/10 talented af,https://pbs.twimg.com/media/CpMVxoRXgAAh350.jpg,https://t.co/WTZ484EntP,Shelby,None,1.2,5404,2005
761976711479193600,2016-08-06 17:26:19,iPhone,This is Shelby. She finds stuff to put on her head for attention. It works really well. 12/10 talented af,https://pbs.twimg.com/media/CpMVxoRXgAAh350.jpg,https://t.co/WTZ484EntP,Shelby,None,1.2,5404,2005
762035686371364864,2016-08-06 21:20:40,iPhone,This left me speechless. 14/10 heckin heroic af,https://pbs.twimg.com/ext_tw_video_thumb/762035577168560129/pu/img/kD4TeHRRiSKgOyDx.jpg,https://t.co/3td8P3o0mB,None,None,1.4,31849,15528
762035686371364864,2016-08-06 21:20:40,iPhone,This left me speechless. 14/10 heckin heroic af,https://pbs.twimg.com/ext_tw_video_thumb/762035577168560129/pu/img/kD4TeHRRiSKgOyDx.jpg,https://t.co/3td8P3o0mB,None,None,1.4,31850,15528
762316489655476224,2016-08-07 15:56:28,iPhone,This is Scout. He specializes in mid-air freeze frames. 11/10,https://pbs.twimg.com/media/CpRKzZKWAAABGh7.jpg,https://t.co/sAHmwRtfSq,Scout,None,1.1,4806,1123
762316489655476224,2016-08-07 15:56:28,iPhone,This is Scout. He specializes in mid-air freeze frames. 11/10,https://pbs.twimg.com/media/CpRKzZKWAAABGh7.jpg,https://t.co/sAHmwRtfSq,Scout,None,1.1,4806,1123
762464539388485633,2016-08-08 01:44:46,iPhone,This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well,https://pbs.twimg.com/media/CpTRc4DUEAAYTq6.jpg,https://t.co/zGSj1oUgxx,Buddy,None,1.2,10298,4170
762464539388485633,2016-08-08 01:44:46,iPhone,This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well,https://pbs.twimg.com/media/CpTRc4DUEAAYTq6.jpg,https://t.co/zGSj1oUgxx,Buddy,None,1.2,10291,4170
762471784394268675,2016-08-08 02:13:34,iPhone,Meet Glenn. Being in public scares him. Frighteningly relatable. 12/10 keep hangin in there Glenn (Imgur - Wuhahha),https://pbs.twimg.com/ext_tw_video_thumb/762471745303355393/pu/img/RKcEUz7-VDipoGKJ.jpg,https://t.co/pA4MDKwRci,Glenn,None,1.2,11223,6404
762471784394268675,2016-08-08 02:13:34,iPhone,Meet Glenn. Being in public scares him. Frighteningly relatable. 12/10 keep hangin in there Glenn (Imgur - Wuhahha),https://pbs.twimg.com/ext_tw_video_thumb/762471745303355393/pu/img/RKcEUz7-VDipoGKJ.jpg,https://t.co/pA4MDKwRci,Glenn,None,1.2,11223,6404
762699858130116608,2016-08-08 17:19:51,iPhone,This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero,https://pbs.twimg.com/media/CpWnecZWIAAUFwt.jpg,https://t.co/2lBg3ZgivD,Leela,None,1.1,12140,3619
762699858130116608,2016-08-08 17:19:51,iPhone,This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero,https://pbs.twimg.com/media/CpWnecZWIAAUFwt.jpg,https://t.co/2lBg3ZgivD,Leela,None,1.1,12140,3619
763103485927849985,2016-08-09 20:03:43,iPhone,This is Belle. She's a Butterflop Hufflepoof. Rarer than most. Having trouble with car seat. 10/10 perturbed af,https://pbs.twimg.com/media/CpcWknPXYAAeLP9.jpg,https://t.co/VIXT3D26VM,Belle,None,1.0,7360,2294
763103485927849985,2016-08-09 20:03:43,iPhone,This is Belle. She's a Butterflop Hufflepoof. Rarer than most. Having trouble with car seat. 10/10 perturbed af,https://pbs.twimg.com/media/CpcWknPXYAAeLP9.jpg,https://t.co/VIXT3D26VM,Belle,None,1.0,7360,2294
763183847194451968,2016-08-10 01:23:03,iPhone,This is Clark. He collects teddy bears. It's absolutely h*ckin horrifying. 8/10 please stop this Clark,https://pbs.twimg.com/media/CpdfpzKWYAAWSUi.jpg,https://t.co/EDMcwt86fU,Clark,None,0.8,5386,1470
763183847194451968,2016-08-10 01:23:03,iPhone,This is Clark. He collects teddy bears. It's absolutely h*ckin horrifying. 8/10 please stop this Clark,https://pbs.twimg.com/media/CpdfpzKWYAAWSUi.jpg,https://t.co/EDMcwt86fU,Clark,None,0.8,5386,1470
763837565564780549,2016-08-11 20:40:41,iPhone,This is Alfie. He's touching a butt. Couldn't be happier. 11/10,https://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,https://t.co/gx3xF5mZbo,Alfie,None,1.1,12582,4159
763837565564780549,2016-08-11 20:40:41,iPhone,This is Alfie. He's touching a butt. Couldn't be happier. 11/10,https://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,https://t.co/gx3xF5mZbo,Alfie,None,1.1,12582,4159
764259802650378240,2016-08-13 00:38:30,iPhone,This is Kota and her son Benedict. She doesn't know why you're staring. They are a normal family. Both 10/10,https://pbs.twimg.com/media/CpsyNtXWgAAqvs3.jpg,https://t.co/Q1v9BZylvZ,Kota,None,1.0,6017,1497
764259802650378240,2016-08-13 00:38:30,iPhone,This is Kota and her son Benedict. She doesn't know why you're staring. They are a normal family. Both 10/10,https://pbs.twimg.com/media/CpsyNtXWgAAqvs3.jpg,https://t.co/Q1v9BZylvZ,Kota,None,1.0,6017,1497
764857477905154048,2016-08-14 16:13:27,iPhone,This is Aubie. He has paws for days. Nibbling tables is one of his priorities. Second only to being cuddly af. 12/10,https://pbs.twimg.com/media/Cp1R0ZTWcAAaPO4.jpg,https://t.co/cBIFBsCRz6,Aubie,None,1.2,6458,1777
764857477905154048,2016-08-14 16:13:27,iPhone,This is Aubie. He has paws for days. Nibbling tables is one of his priorities. Second only to being cuddly af. 12/10,https://pbs.twimg.com/media/Cp1R0ZTWcAAaPO4.jpg,https://t.co/cBIFBsCRz6,Aubie,None,1.2,6458,1777
765222098633691136,2016-08-15 16:22:20,iPhone,This is Gromit. He's pupset because there's no need to beware of him. Just wants a pettin. 10/10,https://pbs.twimg.com/media/Cp6db4-XYAAMmqL.jpg,https://t.co/eSvz4EapHH,Gromit,None,1.0,11636,3390
765222098633691136,2016-08-15 16:22:20,iPhone,This is Gromit. He's pupset because there's no need to beware of him. Just wants a pettin. 10/10,https://pbs.twimg.com/media/Cp6db4-XYAAMmqL.jpg,https://t.co/eSvz4EapHH,Gromit,None,1.0,11636,3390
765371061932261376,2016-08-16 02:14:15,iPhone,This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. 11/10,https://pbs.twimg.com/media/Cp8k6oRWcAUL78U.jpg,https://t.co/w2qDmoTIZ5,Louie,pupper,1.1,7078,2166
765371061932261376,2016-08-16 02:14:15,iPhone,This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. 11/10,https://pbs.twimg.com/media/Cp8k6oRWcAUL78U.jpg,https://t.co/w2qDmoTIZ5,Louie,pupper,1.1,7078,2166
765395769549590528,2016-08-16 03:52:26,iPhone,This is my dog. Her name is Zoey. She knows I've been rating other dogs. She's not happy. 13/10 no bias at all,https://pbs.twimg.com/media/Cp87Y0jXYAQyjuV.jpg,https://t.co/ep1NkYoiwB,my,None,1.3,26642,3386
765395769549590528,2016-08-16 03:52:26,iPhone,This is my dog. Her name is Zoey. She knows I've been rating other dogs. She's not happy. 13/10 no bias at all,https://pbs.twimg.com/media/Cp87Y0jXYAQyjuV.jpg,https://t.co/ep1NkYoiwB,my,None,1.3,26642,3386
765669560888528897,2016-08-16 22:00:23,iPhone,This is Tove. She's a Balsamic Poinsetter. Surprisingly deadly. 12/10 snug with caution,https://pbs.twimg.com/media/CqA0XcYWAAAzltT.jpg,https://t.co/t6RvnVEdRR,Tove,None,1.2,5198,1221
765669560888528897,2016-08-16 22:00:23,iPhone,This is Tove. She's a Balsamic Poinsetter. Surprisingly deadly. 12/10 snug with caution,https://pbs.twimg.com/media/CqA0XcYWAAAzltT.jpg,https://t.co/t6RvnVEdRR,Tove,None,1.2,5198,1221
765719909049503744,2016-08-17 01:20:27,iPhone,This is Brat. He has a hard time being ferocious so his owner helps out. H*ckin scary af now. 12/10 would still pet,https://pbs.twimg.com/media/CqBiMAgWAAEJKgI.jpg,https://t.co/soxdNqZDZ2,Brat,None,1.2,7243,2153
765719909049503744,2016-08-17 01:20:27,iPhone,This is Brat. He has a hard time being ferocious so his owner helps out. H*ckin scary af now. 12/10 would still pet,https://pbs.twimg.com/media/CqBiMAgWAAEJKgI.jpg,https://t.co/soxdNqZDZ2,Brat,None,1.2,7243,2153
766008592277377025,2016-08-17 20:27:34,iPhone,This is Angel. She stole the @ShopWeRateDogs shirt from her owner. Fits pretty well actually. 11/10 would forgive,https://pbs.twimg.com/media/CqFouXOXYAAYpzG.jpg,https://t.co/jaivZ1dcUL,Angel,None,1.1,3743,497
766008592277377025,2016-08-17 20:27:34,iPhone,This is Angel. She stole the @ShopWeRateDogs shirt from her owner. Fits pretty well actually. 11/10 would forgive,https://pbs.twimg.com/media/CqFouXOXYAAYpzG.jpg,https://t.co/jaivZ1dcUL,Angel,None,1.1,3743,497
766069199026450432,2016-08-18 00:28:24,iPhone,This is Juno. She can see your future. 12/10 h*ckin mesmerizing af,https://pbs.twimg.com/media/CqGf3xaXYAEh3ak.jpg,https://t.co/Z69mShifuk,Juno,None,1.2,4231,853
766069199026450432,2016-08-18 00:28:24,iPhone,This is Juno. She can see your future. 12/10 h*ckin mesmerizing af,https://pbs.twimg.com/media/CqGf3xaXYAEh3ak.jpg,https://t.co/Z69mShifuk,Juno,None,1.2,4231,853
766313316352462849,2016-08-18 16:38:26,iPhone,This is Oscar. He has legendary eyebrows and he h*ckin knows it. Curly af too. 12/10 would hug passionately,https://pbs.twimg.com/media/CqJ95SRWgAATPK_.jpg,https://t.co/xuxZoObmF0,Oscar,None,1.2,6805,1889
766313316352462849,2016-08-18 16:38:26,iPhone,This is Oscar. He has legendary eyebrows and he h*ckin knows it. Curly af too. 12/10 would hug passionately,https://pbs.twimg.com/media/CqJ95SRWgAATPK_.jpg,https://t.co/xuxZoObmF0,Oscar,None,1.2,6805,1889
766423258543644672,2016-08-18 23:55:18,iPhone,This is Shadoe. Her tongue flies out of her mouth at random. Can't have a serious conversation with her. 9/10,https://pbs.twimg.com/media/CqLh4yJWcAAHomv.jpg,https://t.co/Tytt15VquG,Shadoe,None,0.9,6006,1591
766423258543644672,2016-08-18 23:55:18,iPhone,This is Shadoe. Her tongue flies out of her mouth at random. Can't have a serious conversation with her. 9/10,https://pbs.twimg.com/media/CqLh4yJWcAAHomv.jpg,https://t.co/Tytt15VquG,Shadoe,None,0.9,6005,1591
766693177336135680,2016-08-19 17:47:52,iPhone,This is Brudge. He's a Doberdog. Going to be h*ckin massive one day. 11/10 would pat on head approvingly,https://pbs.twimg.com/media/CqPXYLLXEAAU2HC.jpg,https://t.co/cTlHjEUNK8,Brudge,None,1.1,4019,796
766693177336135680,2016-08-19 17:47:52,iPhone,This is Brudge. He's a Doberdog. Going to be h*ckin massive one day. 11/10 would pat on head approvingly,https://pbs.twimg.com/media/CqPXYLLXEAAU2HC.jpg,https://t.co/cTlHjEUNK8,Brudge,None,1.1,4019,796
766793450729734144,2016-08-20 00:26:19,iPhone,This is Rufus. He just missed out on the 100m final at Rio. Already training hard for Tokyo. 10/10 never give pup,https://pbs.twimg.com/media/CqQykxrWYAAlD8g.jpg,https://t.co/exrRjjJqeO,Rufus,None,1.0,5078,1355
766793450729734144,2016-08-20 00:26:19,iPhone,This is Rufus. He just missed out on the 100m final at Rio. Already training hard for Tokyo. 10/10 never give pup,https://pbs.twimg.com/media/CqQykxrWYAAlD8g.jpg,https://t.co/exrRjjJqeO,Rufus,None,1.0,5078,1355
767122157629476866,2016-08-20 22:12:29,iPhone,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10,https://pbs.twimg.com/media/CqVdiBJWIAEDZB4.jpg,https://t.co/IEARC2sRzC,Rupert,None,1.3,10189,2858
767122157629476866,2016-08-20 22:12:29,iPhone,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10,https://pbs.twimg.com/media/CqVdiBJWIAEDZB4.jpg,https://t.co/IEARC2sRzC,Rupert,None,1.3,10187,2858
767191397493538821,2016-08-21 02:47:37,iPhone,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo,https://pbs.twimg.com/media/CqWcgcqWcAI43jm.jpg,https://t.co/QOKZdus9TT,None,doggo,1.3,12336,3765
767191397493538821,2016-08-21 02:47:37,iPhone,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo,https://pbs.twimg.com/media/CqWcgcqWcAI43jm.jpg,https://t.co/QOKZdus9TT,None,doggo,1.3,12336,3765
767500508068192258,2016-08-21 23:15:55,iPhone,This is Louie. He's making quite a h*ckin mess. Doesn't seem to care. 12/10 jubilant af,https://pbs.twimg.com/media/Cqa1ofnXEAAG0yn.jpg,https://t.co/Z2g2YWPzX2,Louie,None,1.2,7512,2341
767500508068192258,2016-08-21 23:15:55,iPhone,This is Louie. He's making quite a h*ckin mess. Doesn't seem to care. 12/10 jubilant af,https://pbs.twimg.com/media/Cqa1ofnXEAAG0yn.jpg,https://t.co/Z2g2YWPzX2,Louie,None,1.2,7512,2341
767754930266464257,2016-08-22 16:06:54,iPhone,This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af,https://pbs.twimg.com/media/CqedCQWWgAIab9L.jpg,https://t.co/Nb68IsVb9O,Philbert,None,1.1,16024,5401
767754930266464257,2016-08-22 16:06:54,iPhone,This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af,https://pbs.twimg.com/media/CqedCQWWgAIab9L.jpg,https://t.co/Nb68IsVb9O,Philbert,None,1.1,16027,5401
767884188863397888,2016-08-23 00:40:31,iPhone,This is Tito. He's on the lookout. Nobody knows for what. 10/10,https://pbs.twimg.com/media/CqgSl4DWcAA-x-o.jpg,https://t.co/Qai481H6RA,Tito,None,1.0,4746,1384
767884188863397888,2016-08-23 00:40:31,iPhone,This is Tito. He's on the lookout. Nobody knows for what. 10/10,https://pbs.twimg.com/media/CqgSl4DWcAA-x-o.jpg,https://t.co/Qai481H6RA,Tito,None,1.0,4746,1384
768193404517830656,2016-08-23 21:09:14,iPhone,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10,https://pbs.twimg.com/media/Cqkr0wiW8AAn2Oi.jpg,https://t.co/WmczvjCWJq,Gerald,doggo,0.8,10887,3549
768193404517830656,2016-08-23 21:09:14,iPhone,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10,https://pbs.twimg.com/media/Cqkr0wiW8AAn2Oi.jpg,https://t.co/WmczvjCWJq,Gerald,doggo,0.8,10887,3549
